chroma_mean,chroma_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,harmonic_mean,harmonic_std,percussive_mean,percussive_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,filename,label
0.3995826,0.32939908,2251.6212541057052,1263.1638963337568,2094.563709232709,650.2354547948637,4519.837622549019,2435.277459633037,0.15602022058823528,0.13521743155588245,-1.5756123e-05,0.04212776,-4.8774597e-05,0.07982774,-260.97086,169.7252,68.16944,54.751984,11.110863,28.745226,4.7718043,27.79275,14.220167,24.06478,-10.810392,15.045941,-3.2127964,12.934536,-25.10049,21.918663,-16.911043,14.561891,-15.519077,13.481377,-3.340893,11.017216,-5.789124,9.25269,-0.6203548,8.8823185,-1.1278734,9.861174,-2.4343634,7.719163,-7.233929,8.032856,-6.4917746,8.545439,-4.7687936,8.403491,-4.3107343,7.934309,-5.9331565,10.19836,fake\deepfake_gemini\deepfake_geminiS07.wav,fake
0.34460884,0.32634023,1868.8570996332276,1472.2724489175675,1731.4017904328343,680.5989060027324,3296.019616788321,2575.4675668367486,0.1696224908759124,0.19163100389291174,-1.2214809e-05,0.045113448,-5.5473654e-05,0.075589016,-260.32318,134.8233,79.23336,53.117992,12.206672,34.75098,1.2825574,26.44817,5.977785,26.1388,-16.527739,16.826815,-13.808161,19.019005,-25.704462,18.514084,-20.768812,13.346793,-21.383917,17.587454,-15.178935,12.073716,-10.924933,11.017866,-12.164741,10.931498,-1.7109654,8.519408,-6.1759872,7.893347,-8.549947,9.844728,-6.7925196,10.815058,-4.9737854,7.6917315,-6.164915,8.317683,-8.319447,7.3564196,fake\deepfake_gemini\deepfake_geminiS08.wav,fake
0.37530187,0.3367601,2351.694456433912,1506.9432476672887,1848.854898493151,597.3969241865781,4095.6439393939395,2284.4901623302776,0.15641276041666666,0.16361816772822538,-7.86738e-06,0.043998543,4.4367353e-06,0.0746858,-236.37671,169.90115,50.53287,56.985928,6.6486726,32.128723,6.7262497,28.753428,14.77297,25.249214,-2.3059578,16.401241,-9.44193,14.909962,-15.678739,18.910187,-19.029877,15.534167,-11.904803,12.491949,-8.05904,12.909324,-6.3753877,9.427874,-6.6877065,12.204194,-6.721916,8.678959,-3.7450922,9.180879,-5.2716703,9.053683,-9.861984,8.918733,-1.7992618,7.9942236,-11.702472,8.199081,-7.778225,8.456252,fake\deepfake_gemini\deepfake_geminiS09.wav,fake
0.44684017,0.31736672,2428.7833129046203,1425.5255727817696,1778.9631296255488,561.869764547702,4049.5689655172414,2281.5131777422257,0.18698646282327586,0.1383217160599744,-9.328351e-06,0.030069074,-4.4665536e-05,0.08326596,-237.4676,180.89664,66.24545,72.41931,-9.535828,35.22282,-9.258703,16.864784,-5.502503,29.881647,-0.12277021,15.93977,-7.289046,12.113533,-10.98459,19.40911,-13.035753,16.93915,-9.954194,13.374037,2.437896,7.7178054,-0.7869709,7.601494,-4.2836123,9.410736,-2.5792797,10.633407,1.7185665,7.3883967,-5.6473646,9.457016,-6.169811,7.8429303,3.8666823,6.8727765,-4.5162506,7.1863346,-1.8549372,6.397723,fake\deepfake_gemini\deepfake_geminiS10.wav,fake
0.37660924,0.32989132,2455.821063196019,1361.4323422823811,2100.829833370492,591.1247582096211,4618.854166666667,2355.5689131320037,0.18360026041666666,0.18232842054147058,-1.48597455e-05,0.03791356,-0.00010292353,0.08335407,-263.59644,177.63327,61.69346,47.51647,13.209984,38.983368,13.806938,32.723255,20.37436,23.191904,-4.139145,16.411976,4.401619,11.927777,-11.551389,19.411144,-13.913433,11.670606,-10.023583,13.342806,-1.9602226,9.963195,1.063403,10.387987,-1.1502064,9.926494,2.294205,9.471292,7.0841827,7.5868735,-7.1890855,8.065182,1.5619766,6.434754,-0.3326801,8.379499,-7.8925066,7.722614,-3.3570502,6.838704,fake\deepfake_gemini\deepfake_geminiS11.wav,fake
0.3844979,0.33510634,1865.4981336730268,1339.4602191919528,1800.8518526818275,601.5686804703386,3459.8214285714284,2301.150499642754,0.10921223958333333,0.11101995619376823,-1.8850382e-05,0.052888233,-2.9817358e-05,0.07088424,-279.76028,157.26117,81.76132,53.923252,15.889978,22.20375,3.4035225,25.246613,4.4230003,24.455093,-13.13226,18.863012,4.134024,17.748953,-6.9343376,12.1571665,-17.184155,20.011333,-4.0572553,18.568024,-2.6035094,12.693992,-7.3745832,9.367486,-9.493998,14.435347,-4.1231775,9.622256,-0.86142427,6.9272275,-5.16985,9.064457,-4.301958,6.3480964,-5.74604,7.7123547,-9.108835,8.371837,-7.4850063,7.618165,fake\deepfake_gemini\deepfake_geminiS12.wav,fake
0.42750403,0.3292174,2930.866904704837,1264.063218299644,2284.1395902528648,354.9978423881446,5495.424107142857,1849.6512385692392,0.170263671875,0.146234402366271,-2.6964339e-05,0.04793365,-0.00020288149,0.07517888,-255.69035,197.34074,43.058247,48.86313,12.19096,21.15244,-4.97422,21.17578,16.679142,18.119493,-10.582721,14.345042,-6.5391765,16.553776,-13.768251,18.169945,-15.38128,14.444971,-3.0427594,14.412454,-4.8575196,8.895834,-5.156975,8.48272,-6.857848,13.347861,3.510837,9.170876,-2.1807954,7.82551,-10.022176,9.338536,0.25893298,7.9971495,-7.0036564,7.6958942,-9.938423,8.243051,-5.087176,6.5060544,fake\deepfake_gemini\deepfake_geminiS13.wav,fake
0.40767363,0.31981584,1431.133548056282,683.3300641558387,1481.4981005363761,546.6257176435804,2555.7391826923076,1594.6696100517277,0.09881122295673077,0.049757625741351744,-2.3608554e-05,0.033903845,-7.028946e-05,0.08511455,-224.47198,124.23564,120.013596,48.599392,-22.78752,38.23486,-3.6079636,33.753418,15.0086,24.768286,-13.256873,21.147058,-12.640915,16.979021,-13.875589,15.564613,-11.724234,20.774847,-10.351437,15.190111,6.6108136,13.725093,-4.4484787,9.392678,-12.100878,9.61934,-7.8980513,10.7056675,0.069625214,7.3780956,-7.6018147,7.8622346,-2.3686147,9.713609,5.601759,7.8920493,2.2937694,10.594708,-0.26130834,10.987935,fake\deepfake_gemini\deepfake_geminiS14.wav,fake
0.37020594,0.31800622,1647.3781273412228,1279.2198010378863,1705.420237986093,601.168475880692,2982.1180555555557,2213.2013354928804,0.10227864583333333,0.10120309211453349,-1.0778658e-06,0.041348264,-3.1183517e-05,0.07522495,-252.06805,142.98444,98.19899,50.48845,22.268848,37.42454,7.554442,28.389929,15.319934,23.820349,0.04328804,9.741922,-8.149141,16.755411,-21.293459,13.329155,-19.3204,11.226958,-12.338986,11.581007,-4.6089435,12.585919,-10.110512,8.138014,-10.802738,10.132947,1.4179404,8.183452,-4.7517457,9.942766,-11.371853,8.706308,-4.847435,9.208124,-0.23362987,6.625155,-6.833334,7.411834,-6.346191,9.581803,fake\deepfake_gemini\deepfake_geminiS15.wav,fake
0.3946644,0.3297845,1829.8609840963018,917.4733030268659,1810.8913731312161,455.53336025319555,3646.7927631578946,1759.5017996518377,0.13175241570723684,0.12186175101019944,-0.00010173334,0.046988524,-3.663413e-05,0.07965945,-258.63132,160.94843,70.08529,52.486225,-10.935256,26.889357,9.295822,32.036556,3.3197417,23.457106,-7.6760664,13.491216,-6.7236223,12.115498,-26.30054,20.489128,-12.548266,10.812112,-11.433124,14.111126,0.09510158,15.543816,2.8774955,10.4970045,-4.422679,11.397215,-3.4331384,10.804245,-1.9255391,8.268306,-3.4130096,11.195091,-9.113015,11.3300085,0.003307123,8.04685,-4.258826,5.3413186,-9.017498,7.0948625,fake\deepfake_gemini\deepfake_geminiS16.wav,fake
0.4253537,0.33020592,1943.667858099359,1051.0899060591344,1917.1123856972802,533.2263958195551,4009.765625,2037.062559385354,0.1359130859375,0.07429737544166985,-1.9118434e-05,0.025670039,-4.5743793e-05,0.08749981,-333.41577,157.61086,63.240276,51.707844,6.5346937,28.445854,0.2777318,30.583174,-2.1096518,21.903484,-8.885304,15.9248905,-1.0955486,14.737885,-15.895941,17.014347,-10.683931,10.608941,-18.83096,15.076975,-18.700018,12.379942,-15.652774,11.377455,-18.383709,13.4613085,0.91977996,8.717976,-4.789836,8.897018,-4.349485,7.3936667,-3.3970363,6.373677,-9.118907,10.406135,1.6061023,8.424196,5.553998,12.383959,fake\deepfake_gemini\deepfake_geminiU01.wav,fake
0.44746742,0.310582,2494.5208871246587,1313.0248671393072,1939.7716154483096,479.6622715862422,4416.015625,2117.771735292247,0.21175537109375,0.13959914771447662,-1.910608e-05,0.015221516,-1.7589738e-05,0.09146957,-236.08179,166.6017,54.91587,53.132816,-6.526044,37.432434,0.70503414,26.164232,12.795473,14.911401,-6.3657775,16.025446,-8.272888,11.725653,-1.286964,18.263662,-4.594777,11.731108,-14.584091,13.14162,-18.267582,11.654724,-9.383296,11.855781,-11.343752,13.126061,3.7562222,9.581427,-6.8978157,8.32148,-5.771575,9.635981,-3.893992,8.144328,-3.8792846,5.1440945,-8.261132,7.111546,-2.5749078,5.575909,fake\deepfake_gemini\deepfake_geminiU02.wav,fake
0.4008738,0.31856894,1461.3646533208735,963.6735569118634,1678.9321223191375,589.0254268748768,2996.5701219512193,2114.5311929610234,0.08881955030487805,0.067847382810575,-1.6969936e-05,0.06769254,-3.6686604e-05,0.05780517,-367.78452,130.7135,81.60048,60.896126,20.136452,18.612963,23.04612,30.810808,8.370458,24.381845,-6.5687747,16.342457,-0.46139917,8.532675,-9.683099,11.552016,-12.557553,13.432777,-18.411238,20.590466,-8.688139,13.92963,-7.0808215,11.003294,-18.583193,15.210805,4.3581967,12.317713,-1.9259412,11.413436,-3.9673228,8.447264,1.7818999,4.4212174,-0.3638734,7.274198,-5.8837333,6.9766583,-1.2301176,5.961692,fake\deepfake_gemini\deepfake_geminiU03.wav,fake
